POPULATION,POP_CODE,GENO,SP,LAT,LON,ELEV,STATE,NEW_CODE,BEAVER,TAM,ELEVWC,Prec,precwetmo,precdrymo,precCoV,precwetqtr,precdryqtr,precwarmqtr,preccoldqtr,MAT,MDR,MAXT,MINT,CART,MWET,MDRY,MWAR,MCOL
PaloVerdeEcologicalReserve,PV,SE584,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE585,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE586,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE587,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE588,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE589,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE590,SAEX,33.69646,-114.4985,87,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.4,16.6,42.2,3.7,38.5,12.3,25.9,32.7,12.3
PaloVerdeEcologicalReserve,PV,SE591,SAEX,33.7202,-114.49693,86,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.5,16.5,42.2,3.9,38.3,12.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE592,SAEX,33.7202,-114.49693,86,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.5,16.5,42.2,3.9,38.3,12.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE593,SAEX,33.7202,-114.49693,86,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.5,16.5,42.2,3.9,38.3,12.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE594,SAEX,33.7202,-114.49693,86,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.5,16.5,42.2,3.9,38.3,12.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE595,SAEX,33.7202,-114.49693,86,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.5,16.5,42.2,3.9,38.3,12.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE596,SAEX,33.7202,-114.49693,86,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.5,16.5,42.2,3.9,38.3,12.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE597,SAEX,33.7202,-114.49693,86,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.5,16.5,42.2,3.9,38.3,12.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE598,SAEX,33.7202,-114.49693,86,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.5,16.5,42.2,3.9,38.3,12.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE599,SAEX,33.7202,-114.49693,86,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.5,16.5,42.2,3.9,38.3,12.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE600,SAEX,33.7202,-114.49693,86,CA,CBA-PVR,,,88,94,16,1,56,34,6,23,34,22.5,16.5,42.2,3.9,38.3,12.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE601,SAEX,33.73035,-114.50551,88,CA,CBA-PVR,,,88,93,16,1,55,33,6,23,33,22.5,16.5,42.2,3.9,38.3,32.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE602,SAEX,33.73035,-114.50551,88,CA,CBA-PVR,,,88,93,16,1,55,33,6,23,33,22.5,16.5,42.2,3.9,38.3,32.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE603,SAEX,33.73035,-114.50551,88,CA,CBA-PVR,,,88,93,16,1,55,33,6,23,33,22.5,16.5,42.2,3.9,38.3,32.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE604,SAEX,33.73035,-114.50551,88,CA,CBA-PVR,,,88,93,16,1,55,33,6,23,33,22.5,16.5,42.2,3.9,38.3,32.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE605,SAEX,33.73035,-114.50551,88,CA,CBA-PVR,,,88,93,16,1,55,33,6,23,33,22.5,16.5,42.2,3.9,38.3,32.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE606,SAEX,33.73035,-114.50551,88,CA,CBA-PVR,,,88,93,16,1,55,33,6,23,33,22.5,16.5,42.2,3.9,38.3,32.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE607,SAEX,33.73035,-114.50551,88,CA,CBA-PVR,,,88,93,16,1,55,33,6,23,33,22.5,16.5,42.2,3.9,38.3,32.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE608,SAEX,33.73035,-114.50551,88,CA,CBA-PVR,,,88,93,16,1,55,33,6,23,33,22.5,16.5,42.2,3.9,38.3,32.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE609,SAEX,33.73035,-114.50551,88,CA,CBA-PVR,,,88,93,16,1,55,33,6,23,33,22.5,16.5,42.2,3.9,38.3,32.5,26,32.7,12.5
PaloVerdeEcologicalReserve,PV,SE610,SAEX,33.73035,-114.50551,88,CA,CBA-PVR,,,88,93,16,1,55,33,6,23,33,22.5,16.5,42.2,3.9,38.3,32.5,26,32.7,12.5
CibolaNationalWildernessReserve,CI,SE74,SAEX,33.35393,-114.69681,70,AZ,CCR-COL,,,69,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.7,37.4,29,26.1,32.8,13
CibolaNationalWildernessReserve,CI,SE75,SAEX,33.35393,-114.69681,70,AZ,CCR-COL,,,69,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.7,37.4,29,26.1,32.8,13
CibolaNationalWildernessReserve,CI,SE76,SAEX,33.35393,-114.69681,70,AZ,CCR-COL,,,69,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.7,37.4,29,26.1,32.8,13
CibolaNationalWildernessReserve,CI,SE77,SAEX,33.35393,-114.69681,70,AZ,CCR-COL,,,69,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.7,37.4,29,26.1,32.8,13
CibolaNationalWildernessReserve,CI,SE78,SAEX,33.35393,-114.69681,70,AZ,CCR-COL,,,69,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.7,37.4,29,26.1,32.8,13
CibolaNationalWildernessReserve,CI,SE79,SAEX,33.35393,-114.69681,70,AZ,CCR-COL,,,69,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.7,37.4,29,26.1,32.8,13
CibolaNationalWildernessReserve,CI,SE80,SAEX,33.35393,-114.69681,70,AZ,CCR-COL,,,69,75,14,0,56,29,3,19,26,22.7,16.3,42.1,4.7,37.4,29,26.1,32.8,13
CibolaNationalWildernessReserve,CI,SG100,SAGO,33.38889,-114.71393,70,AZ,CCR-COL,,,70,73,14,0,57,28,3,19,26,22.7,16.3,42.1,4.6,37.5,32.6,26.1,32.8,12.9
HorseshoeDam,HD,SG11,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HassayampaRiverWickenburg,HR,SG111,SAGO,33.96328,-111.71495,765,AZ,WHY-HAS,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HR,SG112,SAGO,33.96328,-111.71495,765,AZ,WHY-HAS,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HR,SG113,SAGO,33.96328,-111.71495,765,AZ,WHY-HAS,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HR,SG114,SAGO,33.96328,-111.71495,765,AZ,WHY-HAS,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HR,SG115,SAGO,33.96328,-111.71495,765,AZ,WHY-HAS,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HR,SG116,SAGO,33.96328,-111.71495,765,AZ,WHY-HAS,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HR,SG117,SAGO,33.96328,-111.71495,765,AZ,WHY-HAS,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HR,SG118,SAGO,33.96328,-111.71495,765,AZ,WHY-HAS,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HassayampaRiverWickenburg,HR,SG119,SAGO,33.96328,-111.71495,765,AZ,WHY-HAS,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HorseshoeDam,HD,SG12,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HassayampaRiverWickenburg,HR,SG120,SAGO,33.96328,-111.71495,765,AZ,WHY-HAS,,,573,369,46,6,44,123,27,85,123,20.1,17.2,40,2.7,37.3,11,23,29.8,11
HorseshoeDam,HD,SG13,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG14,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG15,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG16,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG17,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG18,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
SantaCruzRiverTucson,SC,SG181,SAGO,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,SG182,SAGO,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,SG183,SAGO,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,SG184,SAGO,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,SG185,SAGO,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,SG186,SAGO,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,SG187,SAGO,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,SG188,SAGO,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
SantaCruzRiverTucson,SC,SG189,SAGO,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
HorseshoeDam,HD,SG19,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
SantaCruzRiverTucson,SC,SG190,SAGO,32.29428,-111.03675,681,AZ,STU-SCR,,,680,306,56,5,61,144,22,118,75,20.5,17.1,38.5,2.5,36,29.3,23.8,29.8,11.5
HorseshoeDam,HD,SG20,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
SantaMariaRiverAlamoLake,AL,SG212,SAGO,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,SG221,SAGO,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,SG222,SAGO,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,SG223,SAGO,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,SG224,SAGO,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,SG225,SAGO,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,SG226,SAGO,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,SG228,SAGO,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,SG229,SAGO,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
SantaMariaRiverAlamoLake,AL,SG230,SAGO,34.30893,-113.52541,353,AZ,,,,349,194,28,2,44,64,14,46,62,20.5,18.3,41.4,1.6,39.8,12.4,23.8,30.8,10.7
GilaRiverThreeway,GR3W,SG291,SAGO,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SG292,SAGO,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SG293,SAGO,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SG294,SAGO,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SG295,SAGO,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SG296,SAGO,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SG297,SAGO,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SG298,SAGO,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SG299,SAGO,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
GilaRiverThreeway,GR3W,SG300,SAGO,32.96585,-109.30889,1048,AZ,,,,1046,312,55,7,58,146,23,117,77,17.2,20.2,37.7,-2.6,40.3,26.5,20.9,27.1,7.5
SanPedroRiverHereford,SP,SG311,SAGO,31.43822,-110.10747,1268,AZ,TSZ-SAN,,,1273,351,97,4,96,217,24,195,60,17.1,16.9,34.7,0.2,34.5,24.7,20.5,25.5,8.8
SanPedroRiverHereford,SP,SG312,SAGO,31.43822,-110.10747,1268,AZ,TSZ-SAN,,,1273,351,97,4,96,217,24,195,60,17.1,16.9,34.7,0.2,34.5,24.7,20.5,25.5,8.8
SanPedroRiverHereford,SP,SG313,SAGO,31.43822,-110.10747,1268,AZ,TSZ-SAN,,,1273,351,97,4,96,217,24,195,60,17.1,16.9,34.7,0.2,34.5,24.7,20.5,25.5,8.8
SanPedroRiverHereford,SP,SG314,SAGO,31.43822,-110.10747,1268,AZ,TSZ-SAN,,,1273,351,97,4,96,217,24,195,60,17.1,16.9,34.7,0.2,34.5,24.7,20.5,25.5,8.8
SanPedroRiverHereford,SP,SG315,SAGO,31.43822,-110.10747,1268,AZ,TSZ-SAN,,,1273,351,97,4,96,217,24,195,60,17.1,16.9,34.7,0.2,34.5,24.7,20.5,25.5,8.8
SanPedroRiverHereford,SP,SG316,SAGO,31.43822,-110.10747,1268,AZ,TSZ-SAN,,,1273,351,97,4,96,217,24,195,60,17.1,16.9,34.7,0.2,34.5,24.7,20.5,25.5,8.8
SanPedroRiverHereford,SP,SG317,SAGO,31.43822,-110.10747,1268,AZ,TSZ-SAN,,,1273,351,97,4,96,217,24,195,60,17.1,16.9,34.7,0.2,34.5,24.7,20.5,25.5,8.8
SanPedroRiverHereford,SP,SG318,SAGO,31.43822,-110.10747,1268,AZ,TSZ-SAN,,,1273,351,97,4,96,217,24,195,60,17.1,16.9,34.7,0.2,34.5,24.7,20.5,25.5,8.8
SanPedroRiverHereford,SP,SG319,SAGO,31.43822,-110.10747,1268,AZ,TSZ-SAN,,,1273,351,97,4,96,217,24,195,60,17.1,16.9,34.7,0.2,34.5,24.7,20.5,25.5,8.8
SanPedroRiverHereford,SP,SG320,SAGO,31.43822,-110.10747,1268,AZ,TSZ-SAN,,,1273,351,97,4,96,217,24,195,60,17.1,16.9,34.7,0.2,34.5,24.7,20.5,25.5,8.8
SonoitaCreekPatagonia,SO,SG321,SAGO,31.53638,-110.76305,1234,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SO,SG322,SAGO,31.53638,-110.76305,1234,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SO,SG323,SAGO,31.53638,-110.76305,1234,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SO,SG324,SAGO,31.53638,-110.76305,1234,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SO,SG325,SAGO,31.53638,-110.76305,1234,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SO,SG326,SAGO,31.53638,-110.76305,1234,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SO,SG327,SAGO,31.53638,-110.76305,1234,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SO,SG328,SAGO,31.53638,-110.76305,1234,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
SonoitaCreekPatagonia,SO,SG329,SAGO,31.53638,-110.76305,1234,AZ,,,,1234,443,112,4,83,244,23,207,92,16.4,16.8,33.8,-0.2,34,24.1,19.6,24.8,8.3
HorseshoeDam,HD,SG401,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG402,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG403,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG404,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG405,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG406,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG407,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG408,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
HorseshoeDam,HD,SG409,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
Fishcreek,FC1,SG41,SAGO,33.53723,-111.29374,810,AZ,FOT-FCR,,,679,417,54,6,45,138,31,100,138,20.1,15.4,38.8,3.4,35.4,10.8,23.3,29.9,10.8
HorseshoeDam,HD,SG410,SAGO,33.98393,-111.71379,420,AZ,HVM-HDV,,,599,378,47,6,43,125,29,87,125,19.8,17.3,39.9,2.5,37.4,10.8,22.7,29.7,10.8
GilaRiverNationalConservationArea,GRNCA,SG411,SAGO,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SG412,SAGO,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SG413,SAGO,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SG414,SAGO,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SG415,SAGO,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SG416,SAGO,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SG417,SAGO,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SG418,SAGO,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
GilaRiverNationalConservationArea,GRNCA,SG419,SAGO,32.88558,-109.50027,977,AZ,,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
Fishcreek,FC1,SG42,SAGO,33.53723,-111.29374,810,AZ,FOT-FCR,,,679,417,54,6,45,138,31,100,138,20.1,15.4,38.8,3.4,35.4,10.8,23.3,29.9,10.8
GilaRiverNationalConservationArea,GRNCA,SG420,SAGO,32.88558,-109.50027,977,AZ,SGO-GSM,,,981,284,51,6,61,135,20,109,69,17.3,19.5,37.4,-2.1,39.5,26.5,21.1,27.2,7.6
Fishcreek,FC1,SG43,SAGO,33.53723,-111.29374,810,AZ,FOT-FCR,,,679,417,54,6,45,138,31,100,138,20.1,15.4,38.8,3.4,35.4,10.8,23.3,29.9,10.8
Fishcreek,FC1,SG44,SAGO,33.53723,-111.29374,810,AZ,FOT-FCR,,,679,417,54,6,45,138,31,100,138,20.1,15.4,38.8,3.4,35.4,10.8,23.3,29.9,10.8
Fishcreek,FC1,SG45,SAGO,33.53723,-111.29374,810,AZ,FOT-FCR,,,679,417,54,6,45,138,31,100,138,20.1,15.4,38.8,3.4,35.4,10.8,23.3,29.9,10.8
Fishcreek,FC1,SG46,SAGO,33.53723,-111.29374,810,AZ,FOT-FCR,,,679,417,54,6,45,138,31,100,138,20.1,15.4,38.8,3.4,35.4,10.8,23.3,29.9,10.8
Fishcreek,FC1,SG47,SAGO,33.53723,-111.29374,810,AZ,FOT-FCR,,,679,417,54,6,45,138,31,100,138,20.1,15.4,38.8,3.4,35.4,10.8,23.3,29.9,10.8
Fishcreek,FC1,SG48,SAGO,33.53723,-111.29374,810,AZ,FOT-FCR,,,679,417,54,6,45,138,31,100,138,20.1,15.4,38.8,3.4,35.4,10.8,23.3,29.9,10.8
AguaFriaExit256,AF,SG481,SAGO,34.23375,-112.09895,963,AZ,CAF-AFE,,,972,418,60,7,44,147,35,113,126,17.2,17.3,37,0.5,36.5,26.3,19.8,26.7,8.7
